PolicyID,PolicyCode,PolicyInceptionDate,CancelationDate,PolicyStartDate,PolicyExpirationDate,RenewalMonth,AnnualizedPolicyPremium,PolicyStatus,CustomerID,InsuredID,ProductID,BrokerID
6645251,Pol-6645251,1/27/2016,,1/24/2020,12/31/2099,1,884.93,Active,1863574,1863574,58,7973
6645255,Pol-6645255,1/27/2016,,1/27/2020,12/31/2099,1,1440.55,Active,185406,1802945,58,11029
6645259,Pol-6645259,1/27/2016,,1/11/2020,12/31/2099,1,1552.43,Active,446930,446930,58,10644
6646292,Pol-6646292,2/1/2016,,1/27/2020,12/31/2099,1,2075.16,Active,1866304,1866304,58,10325
6646298,Pol-6646298,2/1/2016,2/27/2019,1/28/2019,12/31/2099,1,2041.3,Cancelled,185765,185765,58,1342
6646302,Pol-6646302,2/1/2016,,2/1/2020,12/31/2099,2,1060.15,Active,1863569,1863569,58,242
6646311,Pol-6646311,2/1/2016,,2/1/2020,12/31/2099,2,1233.7,Active,1893768,483005,58,8530
6646318,Pol-6646318,2/1/2016,,1/26/2020,12/31/2099,1,1082.99,Active,1836575,1836575,58,10016
6646326,Pol-6646326,2/1/2016,,1/28/2020,12/31/2099,1,558.46,Active,1854164,1854164,58,11136
6646327,Pol-6646327,2/1/2016,,1/28/2020,12/31/2099,1,630.97,Active,121588,121588,58,2637
6646332,Pol-6646332,2/1/2016,,12/1/2019,12/31/2099,12,1274.78,Active,528228,528228,58,10639
6647391,Pol-6647391,2/1/2016,,1/20/2020,12/31/2099,1,1679.1,Active,796324,796324,58,242
6647392,Pol-6647392,2/1/2016,,1/21/2020,12/31/2099,1,868.67,Active,1768872,1768872,58,2671
6647398,Pol-6647398,2/1/2016,,1/29/2020,12/31/2099,1,408.93,Active,693525,1866878,58,11764
6647409,Pol-6647409,2/1/2016,6/15/2018,1/28/2018,12/31/2099,1,906.87,Cancelled,1866634,1866634,58,9634
6647410,Pol-6647410,2/1/2016,,1/31/2020,12/31/2099,1,332.78,Active,1822139,1866824,58,10186
6647413,Pol-6647413,2/1/2016,2/17/2020,1/29/2020,12/31/2099,1,608.56,Cancelled,871391,871391,58,2230
6647419,Pol-6647419,2/1/2016,2/1/2019,2/1/2019,12/31/2099,2,399.58,Cancelled,1854759,1864900,58,10016
6647420,Pol-6647420,2/1/2016,,1/28/2020,12/31/2099,1,592.28,Active,1804320,1856237,58,394
6648744,Pol-6648744,2/1/2016,,1/29/2020,12/31/2099,1,620.09,Active,1801077,1801077,58,7654
6648757,Pol-6648757,2/1/2016,,1/26/2020,12/31/2099,1,350.22,Active,1813092,1867453,58,8662
6648760,Pol-6648760,2/1/2016,,1/28/2020,12/31/2099,1,515.88,Active,1841633,1868089,58,10112
6648774,Pol-6648774,2/1/2016,,12/18/2019,12/31/2099,12,1038,Active,408103,408103,58,10116
6648780,Pol-6648780,2/1/2016,,1/29/2020,12/31/2099,1,1675.7,Active,1868477,1868477,58,796
6648785,Pol-6648785,2/1/2016,,1/31/2020,12/31/2099,1,348.44,Active,1866064,1866065,58,10105
6648788,Pol-6648788,2/1/2016,7/17/2017,1/26/2017,12/31/2099,1,1570.31,Cancelled,242717,242717,58,10112
6648790,Pol-6648790,2/1/2016,,2/1/2020,12/31/2099,2,486.98,Active,1867751,1867772,58,1706
6648796,Pol-6648796,2/1/2016,2/27/2018,1/27/2018,12/31/2099,1,486.19,Cancelled,1867786,1867786,58,2230
6648799,Pol-6648799,2/1/2016,12/10/2019,1/28/2019,12/31/2099,1,398.05,Cancelled,694864,1868143,58,1706
6648801,Pol-6648801,2/1/2016,,2/1/2020,12/31/2099,2,1059.67,Active,1865842,1865842,58,138
6649980,Pol-6649980,2/2/2016,,2/2/2020,12/31/2099,2,1010.83,Active,1866889,1866889,58,10536
6649984,Pol-6649984,2/2/2016,,1/31/2020,12/31/2099,1,406.27,Active,891647,1866845,58,242
6649988,Pol-6649988,2/2/2016,,1/28/2020,12/31/2099,1,738.96,Active,1864237,1864236,58,9085
6649991,Pol-6649991,2/2/2016,,2/2/2020,12/31/2099,2,486.24,Active,1863579,1863579,58,858
6649992,Pol-6649992,2/2/2016,,2/2/2020,12/31/2099,2,547.98,Active,536315,1867785,58,2230
6649995,Pol-6649995,2/2/2016,,2/2/2020,12/31/2099,2,680.18,Active,1867202,1867213,58,394
6649998,Pol-6649998,2/2/2016,,1/10/2020,12/31/2099,1,1122.02,Active,284827,284827,58,394
6650009,Pol-6650009,2/2/2016,,2/2/2020,12/31/2099,2,581.75,Active,1855609,1855609,58,2230
6650010,Pol-6650010,2/2/2016,,2/2/2020,12/31/2099,2,1175.55,Active,1865762,1865762,58,11029
6651701,Pol-6651701,2/3/2016,,1/31/2020,12/31/2099,1,350.13,Active,1867209,1867171,58,10297
6651702,Pol-6651702,2/3/2016,,1/31/2020,12/31/2099,1,350.2,Active,1867209,1867172,58,10297
6651704,Pol-6651704,2/3/2016,,2/3/2020,12/31/2099,2,1074.57,Active,293319,293319,58,242
6651705,Pol-6651705,2/3/2016,,1/31/2020,12/31/2099,1,1714.65,Active,357680,357680,58,11959
6651708,Pol-6651708,2/3/2016,,1/31/2020,12/31/2099,1,570.3,Active,1867798,1867798,58,2309
6651718,Pol-6651718,2/3/2016,10/16/2017,2/3/2017,12/31/2099,2,435.04,Cancelled,2395,2348,58,7797
6651721,Pol-6651721,2/3/2016,,2/3/2020,12/31/2099,2,508.47,Active,1865832,1865833,58,1200
6651747,Pol-6651747,2/3/2016,,2/3/2020,12/31/2099,2,641.09,Active,1866882,1866822,58,10536
6651753,Pol-6651753,2/3/2016,,1/31/2020,12/31/2099,1,357.96,Active,1865756,1865757,58,10297
6653411,Pol-6653411,2/5/2016,,2/3/2020,12/31/2099,2,1157.19,Active,691708,691708,58,2230
6653412,Pol-6653412,2/5/2016,,2/3/2020,12/31/2099,2,1047.75,Active,796346,796346,58,242
6653413,Pol-6653413,2/5/2016,,1/31/2020,12/31/2099,1,370.53,Active,1641032,1867114,58,10105
6653417,Pol-6653417,2/5/2016,,1/31/2020,12/31/2099,1,428.63,Active,1867197,1867224,58,211
6653434,Pol-6653434,2/5/2016,10/15/2018,2/5/2018,12/31/2099,2,1559.92,Cancelled,1793740,1793740,58,1706
6653441,Pol-6653441,2/5/2016,,2/5/2020,12/31/2099,2,510.34,Active,586290,1862748,58,9873
6653442,Pol-6653442,2/5/2016,,2/2/2020,12/31/2099,2,629.18,Active,1867108,1867108,58,1303
6653453,Pol-6653453,2/5/2016,,2/5/2020,12/31/2099,2,1223.98,Active,431752,1859625,58,10116
6653457,Pol-6653457,2/5/2016,3/6/2020,2/3/2020,12/31/2099,2,1020.14,Cancelled,1864873,1864873,58,11980
6653460,Pol-6653460,2/5/2016,,2/3/2020,12/31/2099,2,433.64,Active,497011,1867135,58,394
6653462,Pol-6653462,2/5/2016,,2/4/2020,12/31/2099,2,1282.72,Active,1837346,1837346,58,11764
6653463,Pol-6653463,2/5/2016,,2/1/2020,12/31/2099,2,859.26,Active,1868907,1868907,58,2478
6655406,Pol-6655406,2/8/2016,7/14/2017,2/8/2017,12/31/2099,2,1386.49,Cancelled,1868097,1868117,58,1515
6655412,Pol-6655412,2/8/2016,,2/6/2020,12/31/2099,2,574.75,Active,1867531,1867531,58,10016
6655424,Pol-6655424,2/8/2016,,2/8/2020,12/31/2099,2,692.65,Active,792136,792136,58,2309
6656449,Pol-6656449,2/9/2016,,2/9/2020,12/31/2099,2,577.27,Active,1868112,1868113,58,211
6656455,Pol-6656455,2/9/2016,,2/9/2020,12/31/2099,2,1814.98,Active,700784,700784,58,528
6656481,Pol-6656481,2/9/2016,10/16/2017,2/9/2017,12/31/2099,2,623.03,Cancelled,199316,199316,58,597
6656486,Pol-6656486,2/9/2016,3/5/2019,2/2/2019,12/31/2099,2,437.49,Cancelled,679780,1869232,58,11487
6656492,Pol-6656492,2/9/2016,,2/9/2020,12/31/2099,2,626.43,Active,1699327,1862444,58,10016
6657526,Pol-6657526,2/10/2016,,2/9/2020,12/31/2099,2,1407.29,Active,764071,764071,58,1092
6657530,Pol-6657530,2/10/2016,3/12/2019,2/9/2019,12/31/2099,2,1307.24,Cancelled,1868104,1868104,58,10112
6657540,Pol-6657540,2/10/2016,3/13/2018,2/10/2018,12/31/2099,2,604.96,Cancelled,1868148,1868148,58,11029
6657550,Pol-6657550,2/10/2016,,2/9/2020,12/31/2099,2,975.85,Active,1866819,1866819,58,2230
6657575,Pol-6657575,2/10/2016,,2/8/2020,12/31/2099,2,1091.18,Active,1646600,1646600,58,1356
6657576,Pol-6657576,2/10/2016,,2/10/2020,12/31/2099,2,576.27,Active,1866584,1866584,58,242
6657584,Pol-6657584,2/10/2016,,2/9/2020,12/31/2099,2,391.87,Active,2270521,1868895,58,12181
6657587,Pol-6657587,2/10/2016,,2/3/2020,12/31/2099,2,946.64,Active,1869548,1869514,58,11444
6657590,Pol-6657590,2/10/2016,3/13/2019,2/10/2019,12/31/2099,2,294.55,Cancelled,380774,1868814,58,242
6657596,Pol-6657596,2/10/2016,,2/3/2020,12/31/2099,2,350.14,Active,1862401,1869505,58,2230
6657598,Pol-6657598,2/10/2016,,2/6/2020,12/31/2099,2,572.5,Active,1869256,1869255,58,10105
6658612,Pol-6658612,2/11/2016,,2/10/2020,12/31/2099,2,230.53,Active,1868855,1868855,58,12181
6658617,Pol-6658617,2/11/2016,,2/10/2020,12/31/2099,2,2626.2,Active,1868490,1868490,58,242
6658619,Pol-6658619,2/11/2016,,2/11/2020,12/31/2099,2,889.32,Active,1863620,1863620,58,2230
6658712,Pol-6658712,2/11/2016,,2/11/2020,12/31/2099,2,247.01,Active,797147,773340,58,1097
6658713,Pol-6658713,2/11/2016,,2/11/2020,12/31/2099,2,244.36,Active,797147,1759787,58,1097
6658722,Pol-6658722,2/11/2016,,2/10/2020,12/31/2099,2,998.33,Active,712676,712676,58,2478
6658724,Pol-6658724,2/11/2016,,2/11/2020,12/31/2099,2,520.57,Active,1861892,1861893,58,2532
6658734,Pol-6658734,2/11/2016,,2/9/2020,12/31/2099,2,2339.46,Active,889008,889008,58,7973
6658737,Pol-6658737,2/11/2016,,2/10/2020,12/31/2099,2,420.21,Active,1868791,1868789,58,9410
6658740,Pol-6658740,2/11/2016,,2/11/2020,12/31/2099,2,584.36,Active,1859565,1859565,58,2230
6658751,Pol-6658751,2/11/2016,,2/5/2020,12/31/2099,2,817.47,Active,1870084,1870084,58,7841
6658752,Pol-6658752,2/11/2016,,2/11/2020,12/31/2099,2,1436.4,Active,112645,368586,58,2230
6658757,Pol-6658757,2/11/2016,,2/11/2020,12/31/2099,2,725.72,Active,1867129,1867129,58,9706
6659961,Pol-6659961,2/12/2016,3/16/2020,2/12/2020,12/31/2099,2,510.8,Cancelled,101625,1869480,58,528
6659964,Pol-6659964,2/12/2016,,2/12/2020,12/31/2099,2,685.91,Active,1867468,1867508,58,1303
6659994,Pol-6659994,2/12/2016,,12/30/2019,12/31/2099,12,424.54,Active,892140,892141,58,2637
6659997,Pol-6659997,2/12/2016,,2/5/2020,12/31/2099,2,1712.42,Active,1859284,1859284,58,2128
6659998,Pol-6659998,2/12/2016,,2/12/2020,12/31/2099,2,2660.44,Active,1757130,1757130,58,2230
6661325,Pol-6661325,2/15/2016,,2/9/2020,12/31/2099,2,733.04,Active,650128,650128,58,10749
6661329,Pol-6661329,2/15/2016,,2/15/2020,12/31/2099,2,209.31,Active,703610,703604,58,528
6661336,Pol-6661336,2/15/2016,,2/15/2020,12/31/2099,2,1231.91,Active,1869966,1869966,58,300
6661345,Pol-6661345,2/15/2016,,2/13/2020,12/31/2099,2,346.83,Active,1796130,1796130,58,242
6661346,Pol-6661346,2/15/2016,,12/30/2019,12/31/2099,12,1642.29,Active,188669,188669,58,11971
6661373,Pol-6661373,2/15/2016,,1/31/2020,12/31/2099,1,346.76,Active,669627,1868534,58,1956
6661376,Pol-6661376,2/15/2016,,2/15/2020,12/31/2099,2,1799.47,Active,1859728,1859728,58,394
6661379,Pol-6661379,2/15/2016,,2/12/2020,12/31/2099,2,2114.43,Active,1868138,1868138,58,138
6662537,Pol-6662537,2/16/2016,3/15/2017,2/12/2017,12/31/2099,2,273.25,Cancelled,1870666,1870666,56,2482
6662538,Pol-6662538,2/16/2016,,2/12/2020,12/31/2099,2,230.59,Active,1870720,1870720,56,300
6662539,Pol-6662539,2/16/2016,10/16/2017,2/16/2017,12/31/2099,2,388.69,Cancelled,1838201,1838206,58,8840
6662549,Pol-6662549,2/16/2016,,2/16/2020,12/31/2099,2,945.62,Active,552622,443735,58,9393
6662557,Pol-6662557,2/16/2016,,2/15/2020,12/31/2099,2,877.49,Active,404702,880257,58,10967
6662561,Pol-6662561,2/16/2016,3/18/2016,2/15/2016,12/31/2099,2,286.6,Cancelled,1863236,1863290,58,12367
6662572,Pol-6662572,2/16/2016,,2/16/2020,12/31/2099,2,1512.31,Active,605807,605807,58,12603
6662580,Pol-6662580,2/16/2016,,2/16/2020,12/31/2099,2,1189.69,Active,882414,882414,58,9706
6663767,Pol-6663767,2/17/2016,,2/17/2020,12/31/2099,2,398.89,Active,1870954,1870953,58,2671
6663771,Pol-6663771,2/17/2016,,2/8/2020,12/31/2099,2,1390.55,Active,145746,145746,58,10105
6663783,Pol-6663783,2/17/2016,,2/15/2020,12/31/2099,2,353.7,Active,1869557,1869558,58,2637
6663791,Pol-6663791,2/17/2016,,2/16/2020,12/31/2099,2,549.56,Active,1866307,1866308,58,2128
6663798,Pol-6663798,2/17/2016,,2/15/2020,12/31/2099,2,588.39,Active,1870392,1870391,58,1706
6663804,Pol-6663804,2/17/2016,,2/17/2020,12/31/2099,2,571.36,Active,1739312,1739312,58,11714
6663805,Pol-6663805,2/17/2016,,2/17/2020,12/31/2099,2,523.49,Active,1867757,1867793,58,2230
6663808,Pol-6663808,2/17/2016,,1/11/2020,12/31/2099,1,1213.02,Active,175371,175371,58,7841
6663817,Pol-6663817,2/17/2016,,2/16/2020,12/31/2099,2,1049.15,Active,1862757,1862757,58,10646
6664800,Pol-6664800,2/18/2016,,2/18/2020,12/31/2099,2,667.9,Active,1870628,1870628,58,601
6664811,Pol-6664811,2/18/2016,,2/10/2020,12/31/2099,2,855.03,Active,1870968,1870968,58,2230
6664819,Pol-6664819,2/18/2016,3/20/2019,2/17/2019,12/31/2099,2,1761.96,Cancelled,1866287,1866287,58,7841
6664824,Pol-6664824,2/18/2016,,12/30/2019,12/31/2099,12,724.29,Active,853932,853932,58,10016
6664831,Pol-6664831,2/18/2016,,2/15/2020,12/31/2099,2,436.36,Active,1872176,1872176,58,597
6664832,Pol-6664832,2/18/2016,,2/18/2020,12/31/2099,2,1376.18,Active,867029,867029,58,801
6664833,Pol-6664833,2/18/2016,,2/18/2020,12/31/2099,2,201.33,Active,1871402,1871404,58,813
6664834,Pol-6664834,2/18/2016,,2/18/2020,12/31/2099,2,201.43,Active,1871402,1871403,58,813
6664842,Pol-6664842,2/18/2016,,2/18/2020,12/31/2099,2,798.76,Active,329021,329021,58,601
6664846,Pol-6664846,2/18/2016,3/16/2020,2/12/2020,12/31/2099,2,968.43,Cancelled,1871848,1871848,58,7973
6665815,Pol-6665815,2/19/2016,5/15/2018,2/18/2018,12/31/2099,2,437.65,Cancelled,1867110,1867109,58,8948
6665823,Pol-6665823,2/19/2016,9/15/2017,2/18/2017,12/31/2099,2,1689.15,Cancelled,1857889,1857889,58,1717
6665826,Pol-6665826,2/19/2016,,2/19/2020,12/31/2099,2,552.9,Active,403178,403178,58,10967
6665829,Pol-6665829,2/19/2016,,2/7/2020,12/31/2099,2,1247.11,Active,820127,820127,58,11287
6665842,Pol-6665842,2/19/2016,2/17/2020,2/19/2020,12/31/2099,2,3232.2,Cancelled,829811,336884,58,300
6665843,Pol-6665843,2/19/2016,10/16/2017,2/12/2017,12/31/2099,2,886.54,Cancelled,472545,472545,58,1515
6666875,Pol-6666875,2/22/2016,,2/19/2020,12/31/2099,2,1447.11,Active,183846,183846,58,10105
6666877,Pol-6666877,2/22/2016,,2/15/2020,12/31/2099,2,356.2,Active,1871462,1871407,58,11157
6666881,Pol-6666881,2/22/2016,,2/18/2020,12/31/2099,2,1673.45,Active,357938,357938,58,2230
6666889,Pol-6666889,2/22/2016,,2/22/2020,12/31/2099,2,767.79,Active,1868481,1868481,58,10105
6666891,Pol-6666891,2/22/2016,3/27/2018,2/22/2018,12/31/2099,2,548.98,Cancelled,76921,1865474,58,7973
6666896,Pol-6666896,2/22/2016,,2/18/2020,12/31/2099,2,638.87,Active,1869949,1869948,58,7797
6666899,Pol-6666899,2/22/2016,10/15/2019,2/22/2019,12/31/2099,2,547.38,Cancelled,1869246,1869247,58,2128
6666909,Pol-6666909,2/22/2016,,2/22/2020,12/31/2099,2,2197.05,Active,80538,1871441,58,1717
6666913,Pol-6666913,2/22/2016,,2/22/2020,12/31/2099,2,764.66,Active,113153,113153,58,10112
6666915,Pol-6666915,2/22/2016,,2/22/2020,12/31/2099,2,719.59,Active,1871068,1871044,58,2671
6666927,Pol-6666927,2/22/2016,7/16/2018,2/22/2018,12/31/2099,2,913.46,Cancelled,1864871,1864871,58,8932
6666929,Pol-6666929,2/22/2016,,2/22/2020,12/31/2099,2,571,Active,892244,1871005,58,2230
6666933,Pol-6666933,2/22/2016,,2/22/2020,12/31/2099,2,1330.82,Active,1872501,1872501,58,394
6668253,Pol-6668253,2/23/2016,,1/1/2020,12/31/2099,1,2778.01,Active,25169,25169,58,10978
6668259,Pol-6668259,2/23/2016,,2/22/2020,12/31/2099,2,549.48,Active,1866307,1866306,58,2128
6668266,Pol-6668266,2/23/2016,,2/23/2020,12/31/2099,2,719.57,Active,425696,1802905,58,11003
6668269,Pol-6668269,2/23/2016,,2/22/2020,12/31/2099,2,365.56,Active,1871070,1871069,58,11169
6668271,Pol-6668271,2/23/2016,,2/22/2020,12/31/2099,2,4931.52,Active,1859379,1859379,58,11074
6668275,Pol-6668275,2/23/2016,,2/22/2020,12/31/2099,2,862.16,Active,1858379,1858379,58,9706
6668278,Pol-6668278,2/23/2016,3/26/2019,2/22/2019,12/31/2099,2,2030.93,Cancelled,1869959,1869959,58,138
6668298,Pol-6668298,2/23/2016,,2/22/2020,12/31/2099,2,984.88,Active,762915,762915,58,1706
6669362,Pol-6669362,2/24/2016,,2/23/2020,12/31/2099,2,399.67,Active,586278,586278,58,1210
6669369,Pol-6669369,2/24/2016,,2/23/2020,12/31/2099,2,679.82,Active,1872917,1872917,58,11971
6669388,Pol-6669388,2/24/2016,,2/23/2020,12/31/2099,2,1737.08,Active,641379,641379,58,9021
6669391,Pol-6669391,2/24/2016,,2/22/2020,12/31/2099,2,1981.03,Active,1870081,1870081,58,10116
6669404,Pol-6669404,2/24/2016,,2/13/2020,12/31/2099,2,362.18,Active,324966,1872189,58,242
6669410,Pol-6669410,2/24/2016,,2/22/2020,12/31/2099,2,400.41,Active,1872579,1872537,58,11029
6669411,Pol-6669411,2/24/2016,,2/24/2020,12/31/2099,2,769.61,Active,1865463,1865463,58,11147
6670476,Pol-6670476,2/25/2016,,2/25/2020,12/31/2099,2,237.27,Active,1872884,1872915,58,394
6670490,Pol-6670490,2/25/2016,,2/5/2020,12/31/2099,2,441.33,Active,457579,457579,58,394
6670495,Pol-6670495,2/25/2016,,2/24/2020,12/31/2099,2,1299.39,Active,1867223,1867223,58,9706
6670502,Pol-6670502,2/25/2016,,2/25/2020,12/31/2099,2,2638.47,Active,1871010,1871010,58,10297
6670522,Pol-6670522,2/25/2016,,2/23/2020,12/31/2099,2,1065.18,Active,1861144,1861144,58,10016
6670523,Pol-6670523,2/25/2016,,2/25/2020,12/31/2099,2,670.66,Active,1870964,1870963,58,394
6670526,Pol-6670526,2/25/2016,,2/25/2020,12/31/2099,2,519.41,Active,1862757,1873576,58,10646
6670528,Pol-6670528,2/25/2016,,2/18/2020,12/31/2099,2,1190.32,Active,1871435,1871435,58,242
6670532,Pol-6670532,2/25/2016,,2/25/2020,12/31/2099,2,597.35,Active,1868509,1868509,58,9706
6670540,Pol-6670540,2/25/2016,,2/24/2020,12/31/2099,2,648,Active,1862101,1862102,58,394
6670542,Pol-6670542,2/25/2016,,2/25/2020,12/31/2099,2,1050.01,Active,415709,1872181,58,394
6670545,Pol-6670545,2/25/2016,,2/25/2020,12/31/2099,2,355.59,Active,1864907,1864908,58,10016
6671791,Pol-6671791,2/26/2016,11/15/2019,2/26/2019,12/31/2099,2,1778.68,Cancelled,299438,1873609,58,528
6671800,Pol-6671800,2/26/2016,,2/25/2020,12/31/2099,2,1169.77,Active,1871455,1871455,58,2128
6671811,Pol-6671811,2/26/2016,,2/26/2020,12/31/2099,2,214.66,Active,1871466,1871466,56,10116
6671814,Pol-6671814,2/26/2016,,2/26/2020,12/31/2099,2,602.22,Active,1821665,1821665,58,496
6671832,Pol-6671832,2/26/2016,,2/25/2020,12/31/2099,2,1134.93,Active,431756,431756,58,2637
6671833,Pol-6671833,2/26/2016,,2/26/2020,12/31/2099,2,1014.74,Active,1788276,1788276,58,12048
6673055,Pol-6673055,2/27/2016,,2/27/2020,12/31/2099,2,563.85,Active,1801621,1801621,58,12346
6673064,Pol-6673064,2/27/2016,1/15/2018,2/27/2017,12/31/2099,2,880.39,Cancelled,1874202,1874202,58,242
6673067,Pol-6673067,2/27/2016,,2/26/2020,12/31/2099,2,604.62,Active,1871386,1871386,58,9361
6673508,Pol-6673508,3/1/2016,10/15/2019,2/28/2019,12/31/2099,2,130.86,Cancelled,570748,1874665,56,242
6673509,Pol-6673509,3/1/2016,,3/1/2020,12/31/2099,3,399.67,Active,1874634,1874633,58,11029
6673518,Pol-6673518,3/1/2016,4/1/2020,3/1/2020,12/31/2099,3,1547.23,Cancelled,653663,653663,58,9395
6673522,Pol-6673522,3/1/2016,,2/29/2020,12/31/2099,2,499.36,Active,1872898,1872899,58,10016
6673524,Pol-6673524,3/1/2016,,3/1/2020,12/31/2099,3,350.94,Active,1874718,1874717,58,528
6673525,Pol-6673525,3/1/2016,,3/1/2020,12/31/2099,3,1336.35,Active,1874647,1874647,58,528
6673528,Pol-6673528,3/1/2016,,2/29/2020,12/31/2099,2,1284.74,Active,358589,358589,58,1266
6673535,Pol-6673535,3/1/2016,,3/1/2020,12/31/2099,3,355.38,Active,1871050,1690998,58,839
6675214,Pol-6675214,3/1/2016,,2/25/2020,12/31/2099,2,1528.28,Active,802381,802381,58,1253
6675223,Pol-6675223,3/1/2016,,3/1/2020,12/31/2099,3,1517.56,Active,1873926,1873926,58,394
6675259,Pol-6675259,3/1/2016,,3/1/2020,12/31/2099,3,718.23,Active,1874702,1874702,58,10016
6675265,Pol-6675265,3/1/2016,,1/16/2020,12/31/2099,1,1386,Active,72383,72383,58,10016
6688581,Pol-6688581,3/2/2016,,3/1/2020,12/31/2099,3,325.54,Active,1874353,1874353,58,2128
6688591,Pol-6688591,3/2/2016,,3/2/2020,12/31/2099,3,223.21,Active,1875571,1875571,56,242
6688592,Pol-6688592,3/2/2016,,3/2/2020,12/31/2099,3,223.21,Active,1875618,1875618,56,242
6688594,Pol-6688594,3/2/2016,4/1/2020,3/1/2020,12/31/2099,3,353.7,Cancelled,1875080,1875079,58,2671
6688598,Pol-6688598,3/2/2016,,3/1/2020,12/31/2099,3,869.52,Active,1874240,1874240,58,10644
6688602,Pol-6688602,3/2/2016,6/29/2018,3/2/2018,12/31/2099,3,89.59,Cancelled,678979,678979,46,2230
6688611,Pol-6688611,3/2/2016,1/15/2018,2/28/2017,12/31/2099,2,206.17,Cancelled,1872509,1872509,56,528
6688623,Pol-6688623,3/2/2016,,3/1/2020,12/31/2099,3,593.49,Active,1873599,1873566,58,394
6688626,Pol-6688626,3/2/2016,,3/2/2020,12/31/2099,3,350.22,Active,539272,1792782,58,10186
6688630,Pol-6688630,3/2/2016,,3/1/2020,12/31/2099,3,997.31,Active,1874248,1874248,58,2230
6688644,Pol-6688644,3/2/2016,,3/2/2020,12/31/2099,3,769.95,Active,1862735,1862735,58,10031
6688645,Pol-6688645,3/2/2016,,3/2/2020,12/31/2099,3,565.03,Active,1874724,1874725,58,394
6688659,Pol-6688659,3/2/2016,,3/2/2020,12/31/2099,3,643.77,Active,1874254,1874254,58,2230
6690402,Pol-6690402,3/3/2016,,3/2/2020,12/31/2099,3,355.47,Active,306351,1875584,58,1956
6690405,Pol-6690405,3/3/2016,,3/3/2020,12/31/2099,3,253.04,Active,1875134,1875048,58,11169
6690416,Pol-6690416,3/3/2016,,3/1/2020,12/31/2099,3,365.41,Active,1872212,1872212,58,11169
6690420,Pol-6690420,3/3/2016,,3/2/2020,12/31/2099,3,741.37,Active,1875076,1875076,58,9797
6690441,Pol-6690441,3/3/2016,2/17/2020,3/3/2019,12/31/2099,3,449.53,Cancelled,842895,1874715,58,2637
6690443,Pol-6690443,3/3/2016,,3/3/2020,12/31/2099,3,456.54,Active,1832874,1832874,58,9706
6690450,Pol-6690450,3/4/2016,,3/1/2020,12/31/2099,3,1348.19,Active,1873930,1873930,58,394
6691686,Pol-6691686,3/4/2016,,3/4/2020,12/31/2099,3,358.07,Active,731922,379261,58,11954
6691692,Pol-6691692,3/4/2016,,3/4/2020,12/31/2099,3,523.15,Active,1710544,1710544,58,10016
6691694,Pol-6691694,3/4/2016,,3/4/2020,12/31/2099,3,419.88,Active,22958,1873507,58,1846
6691700,Pol-6691700,3/4/2016,,3/1/2020,12/31/2099,3,414.12,Active,196800,1874211,58,2230
6691713,Pol-6691713,3/4/2016,,3/1/2016,12/31/2099,3,197.03,Active,1836402,1836402,56,1356
6691723,Pol-6691723,3/4/2016,,3/4/2020,12/31/2099,3,224.32,Active,1876144,1876144,56,10577
6691726,Pol-6691726,3/4/2016,,3/4/2020,12/31/2099,3,821.93,Active,1876151,1876151,58,528
6691731,Pol-6691731,3/4/2016,9/17/2018,2/28/2018,12/31/2099,2,259.57,Cancelled,1876142,1876142,56,528
6691732,Pol-6691732,3/4/2016,11/15/2019,2/28/2019,12/31/2099,2,298.16,Cancelled,1876732,1876732,56,528
6693003,Pol-6693003,3/5/2016,,2/28/2020,12/31/2099,2,176.6,Active,307766,307766,56,12065
6693004,Pol-6693004,3/5/2016,,3/3/2020,12/31/2099,3,364.38,Active,1875507,1875590,58,8779
6693008,Pol-6693008,3/5/2016,,3/4/2020,12/31/2099,3,366.21,Active,1873885,1873886,58,2559
6693013,Pol-6693013,3/5/2016,,3/5/2020,12/31/2099,3,387.53,Active,783225,1873280,58,11169
6693014,Pol-6693014,3/5/2016,9/15/2017,2/28/2017,12/31/2099,2,243.5,Cancelled,419298,419298,56,394
6693022,Pol-6693022,3/5/2016,,12/19/2019,12/31/2099,12,839.53,Active,839849,839849,58,9085
6693032,Pol-6693032,3/5/2016,,2/28/2020,12/31/2099,2,1218.89,Active,1876081,1876081,58,597
6693160,Pol-6693160,3/7/2016,,3/7/2020,12/31/2099,3,882.82,Active,1840843,1840843,58,11904
6693184,Pol-6693184,3/7/2016,,3/5/2020,12/31/2099,3,46.33,Active,307766,307766,46,12065
6694653,Pol-6694653,3/8/2016,,3/8/2020,12/31/2099,3,1082.99,Active,1877171,1877171,58,9706
6694662,Pol-6694662,3/8/2016,10/15/2018,12/19/2017,12/31/2099,12,2324.51,Cancelled,280127,280127,58,10644
6694664,Pol-6694664,3/8/2016,,3/3/2020,12/31/2099,3,258.64,Active,1877704,1877705,58,2128
6694669,Pol-6694669,3/8/2016,,3/2/2020,12/31/2099,3,942.9,Active,1877158,1877158,58,1962
6694678,Pol-6694678,3/8/2016,,3/8/2020,12/31/2099,3,293.33,Active,1877656,1877657,58,8530
6694696,Pol-6694696,3/8/2016,,3/8/2020,12/31/2099,3,890.02,Active,809931,1872594,58,10116
